filename,images_paths,type,type_num,val_or_train
20240805_1_00035_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0005cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0006cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0009cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0010cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0011cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0013cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0016cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0016cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0018cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0018cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0018cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0020cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0020cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0021cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0022cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0023cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0024cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0025cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0026cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0026cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0026cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0027cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0027cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0027cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0027cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0028cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0028cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0028cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0028cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0029cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0029cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0029cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0031cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0031cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0031cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0032cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0032cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0032cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0033cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0033cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0033cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0035cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0035cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0035cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0035cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_4.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0041cropped_5.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0046cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0046cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0046cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0046cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0047cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
20240805_1_00035_0047cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
